from,to,source,target
0,245,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='00:30', endTime='00:35', intervalPeriod='00:30-00:35', date='12-4-2021'}
0,243,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='03:15', endTime='03:20', intervalPeriod='03:15-03:20', date='12-4-2021'}
0,131,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='03:30', endTime='03:35', intervalPeriod='03:30-03:35', date='12-4-2021'}
0,167,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='03:45', endTime='03:50', intervalPeriod='03:45-03:50', date='12-4-2021'}
0,282,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='04:15', endTime='04:20', intervalPeriod='04:15-04:20', date='12-4-2021'}
0,163,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='04:30', endTime='04:35', intervalPeriod='04:30-04:35', date='12-4-2021'}
0,56,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='04:45', endTime='04:50', intervalPeriod='04:45-04:50', date='12-4-2021'}
0,143,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='05:00', endTime='05:05', intervalPeriod='05:00-05:05', date='12-4-2021'}
0,32,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='05:15', endTime='05:20', intervalPeriod='05:15-05:20', date='12-4-2021'}
0,193,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='05:45', endTime='05:50', intervalPeriod='05:45-05:50', date='12-4-2021'}
0,29,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='06:00', endTime='06:05', intervalPeriod='06:00-06:05', date='12-4-2021'}
0,202,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='06:15', endTime='06:20', intervalPeriod='06:15-06:20', date='12-4-2021'}
0,225,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='06:30', endTime='06:35', intervalPeriod='06:30-06:35', date='12-4-2021'}
0,227,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='06:45', endTime='06:50', intervalPeriod='06:45-06:50', date='12-4-2021'}
0,199,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='07:00', endTime='07:05', intervalPeriod='07:00-07:05', date='12-4-2021'}
0,89,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='07:15', endTime='07:20', intervalPeriod='07:15-07:20', date='12-4-2021'}
0,258,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='07:30', endTime='07:35', intervalPeriod='07:30-07:35', date='12-4-2021'}
0,86,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='08:00', endTime='08:05', intervalPeriod='08:00-08:05', date='12-4-2021'}
0,81,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='08:15', endTime='08:20', intervalPeriod='08:15-08:20', date='12-4-2021'}
0,168,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='08:45', endTime='08:50', intervalPeriod='08:45-08:50', date='12-4-2021'}
0,114,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='09:00', endTime='09:05', intervalPeriod='09:00-09:05', date='12-4-2021'}
0,124,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='09:15', endTime='09:20', intervalPeriod='09:15-09:20', date='12-4-2021'}
0,176,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='09:30', endTime='09:35', intervalPeriod='09:30-09:35', date='12-4-2021'}
0,67,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='09:45', endTime='09:50', intervalPeriod='09:45-09:50', date='12-4-2021'}
0,40,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='10:00', endTime='10:05', intervalPeriod='10:00-10:05', date='12-4-2021'}
0,254,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='10:15', endTime='10:20', intervalPeriod='10:15-10:20', date='12-4-2021'}
0,126,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='10:30', endTime='10:35', intervalPeriod='10:30-10:35', date='12-4-2021'}
0,85,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='10:45', endTime='10:50', intervalPeriod='10:45-10:50', date='12-4-2021'}
0,216,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='11:00', endTime='11:05', intervalPeriod='11:00-11:05', date='12-4-2021'}
0,215,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='11:15', endTime='11:20', intervalPeriod='11:15-11:20', date='12-4-2021'}
0,171,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='11:30', endTime='11:35', intervalPeriod='11:30-11:35', date='12-4-2021'}
0,60,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='11:45', endTime='11:50', intervalPeriod='11:45-11:50', date='12-4-2021'}
0,265,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='12:00', endTime='12:05', intervalPeriod='12:00-12:05', date='12-4-2021'}
0,42,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='12:15', endTime='12:20', intervalPeriod='12:15-12:20', date='12-4-2021'}
0,63,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='12:30', endTime='12:35', intervalPeriod='12:30-12:35', date='12-4-2021'}
0,174,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='12:45', endTime='12:50', intervalPeriod='12:45-12:50', date='12-4-2021'}
0,16,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='13:00', endTime='13:05', intervalPeriod='13:00-13:05', date='12-4-2021'}
0,197,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='13:15', endTime='13:20', intervalPeriod='13:15-13:20', date='12-4-2021'}
0,178,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='13:30', endTime='13:35', intervalPeriod='13:30-13:35', date='12-4-2021'}
0,284,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='13:45', endTime='13:50', intervalPeriod='13:45-13:50', date='12-4-2021'}
0,201,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='14:00', endTime='14:05', intervalPeriod='14:00-14:05', date='12-4-2021'}
0,18,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='14:15', endTime='14:20', intervalPeriod='14:15-14:20', date='12-4-2021'}
0,278,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='14:30', endTime='14:35', intervalPeriod='14:30-14:35', date='12-4-2021'}
0,246,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='14:45', endTime='14:50', intervalPeriod='14:45-14:50', date='12-4-2021'}
0,135,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='15:15', endTime='15:20', intervalPeriod='15:15-15:20', date='12-4-2021'}
0,196,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='15:45', endTime='15:50', intervalPeriod='15:45-15:50', date='12-4-2021'}
0,140,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='16:00', endTime='16:05', intervalPeriod='16:00-16:05', date='12-4-2021'}
0,70,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='16:15', endTime='16:20', intervalPeriod='16:15-16:20', date='12-4-2021'}
0,49,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='16:45', endTime='16:50', intervalPeriod='16:45-16:50', date='12-4-2021'}
0,97,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='17:00', endTime='17:05', intervalPeriod='17:00-17:05', date='12-4-2021'}
0,61,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='17:15', endTime='17:20', intervalPeriod='17:15-17:20', date='12-4-2021'}
0,7,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='17:30', endTime='17:35', intervalPeriod='17:30-17:35', date='12-4-2021'}
0,157,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='17:45', endTime='17:50', intervalPeriod='17:45-17:50', date='12-4-2021'}
0,58,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='18:00', endTime='18:05', intervalPeriod='18:00-18:05', date='12-4-2021'}
0,166,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='18:15', endTime='18:20', intervalPeriod='18:15-18:20', date='12-4-2021'}
0,105,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='18:30', endTime='18:35', intervalPeriod='18:30-18:35', date='12-4-2021'}
0,164,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='19:00', endTime='19:05', intervalPeriod='19:00-19:05', date='12-4-2021'}
0,270,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='19:15', endTime='19:20', intervalPeriod='19:15-19:20', date='12-4-2021'}
0,74,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='19:30', endTime='19:35', intervalPeriod='19:30-19:35', date='12-4-2021'}
0,94,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='19:45', endTime='19:50', intervalPeriod='19:45-19:50', date='12-4-2021'}
0,100,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='20:15', endTime='20:20', intervalPeriod='20:15-20:20', date='12-4-2021'}
0,153,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='20:30', endTime='20:35', intervalPeriod='20:30-20:35', date='12-4-2021'}
0,11,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='20:45', endTime='20:50', intervalPeriod='20:45-20:50', date='12-4-2021'}
0,185,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='21:00', endTime='21:05', intervalPeriod='21:00-21:05', date='12-4-2021'}
0,110,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='21:15', endTime='21:20', intervalPeriod='21:15-21:20', date='12-4-2021'}
0,271,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='21:30', endTime='21:35', intervalPeriod='21:30-21:35', date='12-4-2021'}
0,165,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='21:45', endTime='21:50', intervalPeriod='21:45-21:50', date='12-4-2021'}
0,1,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='22:00', endTime='22:05', intervalPeriod='22:00-22:05', date='12-4-2021'}
0,142,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='22:15', endTime='22:20', intervalPeriod='22:15-22:20', date='12-4-2021'}
0,239,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='22:30', endTime='22:35', intervalPeriod='22:30-22:35', date='12-4-2021'}
0,59,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='22:45', endTime='22:50', intervalPeriod='22:45-22:50', date='12-4-2021'}
0,43,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='23:15', endTime='23:20', intervalPeriod='23:15-23:20', date='12-4-2021'}
0,206,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='23:30', endTime='23:35', intervalPeriod='23:30-23:35', date='12-4-2021'}
0,98,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='23:45', endTime='23:50', intervalPeriod='23:45-23:50', date='12-4-2021'}
1,158,AlarmTemplates{id=1, message='Node is down', host='lc-lvn-1130.lvn.broadcom.net', source='NetOps', service='service5', incidentId=1},Interval{startTime='00:00', endTime='00:05', intervalPeriod='00:00-00:05', date='12-4-2021'}
1,9,AlarmTemplates{id=1, message='Node is down', host='lc-lvn-1130.lvn.broadcom.net', source='NetOps', service='service5', incidentId=1},Interval{startTime='00:15', endTime='00:20', intervalPeriod='00:15-00:20', date='12-4-2021'}
1,207,AlarmTemplates{id=1, message='Node is down', host='lc-lvn-1130.lvn.broadcom.net', source='NetOps', service='service5', incidentId=1},Interval{startTime='00:45', endTime='00:50', intervalPeriod='00:45-00:50', date='12-4-2021'}
1,115,AlarmTemplates{id=1, message='Node is down', host='lc-lvn-1130.lvn.broadcom.net', source='NetOps', service='service5', incidentId=1},Interval{startTime='01:00', endTime='01:05', intervalPeriod='01:00-01:05', date='12-4-2021'}
1,192,AlarmTemplates{id=1, message='Node is down', host='lc-lvn-1130.lvn.broadcom.net', source='NetOps', service='service5', incidentId=1},Interval{startTime='01:15', endTime='01:20', intervalPeriod='01:15-01:20', date='12-4-2021'}
1,66,AlarmTemplates{id=1, message='Node is down', host='lc-lvn-1130.lvn.broadcom.net', source='NetOps', service='service5', incidentId=1},Interval{startTime='01:30', endTime='01:35', intervalPeriod='01:30-01:35', date='12-4-2021'}
1,102,AlarmTemplates{id=1, message='Node is down', host='lc-lvn-1130.lvn.broadcom.net', source='NetOps', service='service5', incidentId=1},Interval{startTime='01:45', endTime='01:50', intervalPeriod='01:45-01:50', date='12-4-2021'}
1,84,AlarmTemplates{id=1, message='Node is down', host='lc-lvn-1130.lvn.broadcom.net', source='NetOps', service='service5', incidentId=1},Interval{startTime='02:00', endTime='02:05', intervalPeriod='02:00-02:05', date='12-4-2021'}
1,180,AlarmTemplates{id=1, message='Node is down', host='lc-lvn-1130.lvn.broadcom.net', source='NetOps', service='service5', incidentId=1},Interval{startTime='02:30', endTime='02:35', intervalPeriod='02:30-02:35', date='12-4-2021'}
1,136,AlarmTemplates{id=1, message='Node is down', host='lc-lvn-1130.lvn.broadcom.net', source='NetOps', service='service5', incidentId=1},Interval{startTime='02:45', endTime='02:50', intervalPeriod='02:45-02:50', date='12-4-2021'}
1,200,AlarmTemplates{id=1, message='Node is down', host='lc-lvn-1130.lvn.broadcom.net', source='NetOps', service='service5', incidentId=1},Interval{startTime='03:00', endTime='03:05', intervalPeriod='03:00-03:05', date='12-4-2021'}
1,131,AlarmTemplates{id=1, message='Node is down', host='lc-lvn-1130.lvn.broadcom.net', source='NetOps', service='service5', incidentId=1},Interval{startTime='03:30', endTime='03:35', intervalPeriod='03:30-03:35', date='12-4-2021'}
1,167,AlarmTemplates{id=1, message='Node is down', host='lc-lvn-1130.lvn.broadcom.net', source='NetOps', service='service5', incidentId=1},Interval{startTime='03:45', endTime='03:50', intervalPeriod='03:45-03:50', date='12-4-2021'}
